library,input,uniquely_mapped,multiple_loci,too_many_loci,percent_unmapped_too_many_mismatches,percent_unmapped_too_short
N289Barcode_714-515,1359217,988424,287467,4664,0.85%,4.83%
N289Barcode_715-515,783812,541826,181532,1513,0.84%,6.47%
N289Barcode_716-515,900537,614808,206845,4555,0.87%,7.35%
N289Barcode_718-515,861685,596778,189748,3181,0.87%,7.37%
N289Barcode_719-515,1496863,1039775,363162,4522,0.88%,4.87%
N289Barcode_720-515,1074278,314338,582672,4501,0.87%,13.40%
N289Barcode_721-515,1304053,903426,273296,4828,0.85%,8.44%
N289Barcode_722-515,866090,605508,189589,1285,0.89%,6.97%
N289Barcode_723-515,916309,605428,239310,875,0.84%,6.78%
N289Barcode_724-515,1485546,1161575,252918,6275,0.87%,3.42%
N289Barcode_726-515,1004634,687695,219920,2677,0.91%,8.37%
N289Barcode_727-515,1128918,805562,220622,4188,0.86%,7.81%
N289Barcode_728-515,1033269,722200,226365,3037,0.88%,6.95%
N289Barcode_729-515,1237213,865579,278857,2943,0.88%,6.31%
N289Barcode_701-505,756342,508699,178533,2262,0.98%,7.85%
N289Barcode_702-505,164,32,10,0,4.88%,69.51%
N289Barcode_703-505,982825,589381,317127,645,0.85%,6.83%
N289Barcode_704-505,836965,582520,186140,3464,0.88%,6.80%
N289Barcode_705-505,1270814,903604,303760,5355,0.88%,3.57%
N289Barcode_706-505,1015319,710854,219847,2956,0.93%,7.08%
N289Barcode_707-505,797594,551823,182273,1810,0.88%,6.73%
N289Barcode_710-505,854101,540250,186066,4258,0.89%,13.40%
N289Barcode_711-505,690626,475540,164495,2037,0.92%,6.02%
N289Barcode_712-505,1078901,712071,247215,6016,1.01%,9.41%
N289Barcode_714-505,884590,597754,202292,2409,0.92%,8.32%
N289Barcode_715-505,935278,656490,192171,2227,0.90%,8.02%
N289Barcode_716-505,991822,673597,232861,4719,0.95%,7.12%
N289Barcode_718-505,968974,721618,170896,2686,0.92%,6.66%
N289Barcode_719-505,1381873,914903,358434,3124,0.91%,6.57%
N289Barcode_720-505,825905,582645,175517,1409,0.84%,7.13%
N289Barcode_721-505,1036916,704815,225860,3092,0.93%,8.96%
N289Barcode_722-505,981408,692685,193958,5105,0.95%,8.05%
N289Barcode_723-505,1134647,746765,301866,3758,0.99%,6.17%
N289Barcode_724-505,1858503,1533832,252486,4510,0.79%,2.71%
N289Barcode_726-505,2571803,2072958,397330,4206,0.75%,3.02%
N289Barcode_727-505,2252360,1722114,386924,33220,0.78%,3.96%
N289Barcode_728-505,2146466,1842088,253499,4574,0.74%,1.34%
N289Barcode_729-505,2265292,1944483,269252,4121,0.69%,1.36%
N289Barcode_701-516,1826639,1465429,301507,3364,0.79%,2.27%
N289Barcode_702-516,1769187,1366517,354841,2062,0.75%,1.81%
N289Barcode_703-516,2143100,1763716,325521,4905,0.80%,1.46%
N289Barcode_704-516,1129527,932162,153154,4985,0.88%,2.47%
N289Barcode_705-516,2125138,1685888,372018,6193,0.75%,2.08%
N289Barcode_706-516,1601419,1244820,313215,1387,0.81%,1.81%
N289Barcode_707-516,1843593,1567158,210191,7010,0.76%,2.27%
N289Barcode_710-516,1196036,983113,177088,2505,0.71%,1.98%
N289Barcode_711-516,2048760,1759631,236108,4588,0.77%,1.52%
N289Barcode_712-516,2383283,1986462,338760,3908,0.75%,1.50%
N289Barcode_714-516,2266771,1932880,275742,3990,0.75%,1.58%
N289Barcode_715-516,2207493,1894509,252417,7583,0.79%,1.53%
N289Barcode_716-516,2476527,1894726,509638,5610,0.78%,1.88%
N289Barcode_718-516,2269983,1860700,352836,2127,0.74%,1.62%
N289Barcode_719-516,2517313,2103801,353903,3793,0.74%,1.46%
N289Barcode_720-516,2475850,2055598,335805,14052,0.79%,1.92%
N289Barcode_721-516,2447512,2082003,283035,8445,0.80%,2.13%
N289Barcode_722-516,2325932,1988437,278845,5136,0.79%,1.39%
N289Barcode_723-516,2563033,2236186,266349,4336,0.75%,1.37%
N289Barcode_724-516,2463307,2048550,329354,8742,0.78%,2.21%
N289Barcode_726-516,2362775,1820447,464532,3654,0.83%,2.21%
N289Barcode_727-516,2261205,1939264,262870,4816,0.74%,1.63%
N289Barcode_728-516,2452293,1955739,415704,11869,0.81%,1.92%
N289Barcode_729-516,2420842,2042332,324359,3521,0.74%,1.26%
N289Barcode_701-506,401171,300614,82222,1833,0.97%,3.03%
N289Barcode_702-506,1151121,891883,221725,1099,0.79%,2.33%
N289Barcode_703-506,1931461,1630059,247278,4559,0.84%,1.68%
N289Barcode_704-506,1679921,1331880,307928,1992,0.73%,1.51%
N289Barcode_705-506,2063977,1580144,406417,2339,0.75%,2.88%
N289Barcode_706-506,1554917,1289319,210646,6806,0.83%,2.08%
N289Barcode_707-506,1643545,1262429,325953,3197,0.78%,2.35%
N289Barcode_710-506,2004799,1636422,296343,7882,0.81%,2.27%
N289Barcode_711-506,2238696,1915510,273650,3234,0.74%,1.28%
N289Barcode_712-506,2201142,1588412,383562,1168,0.72%,9.58%
N289Barcode_714-506,2188504,1707664,411051,4746,0.83%,2.11%
N289Barcode_715-506,2041868,1642527,346347,1183,0.71%,1.82%
N289Barcode_716-506,2347138,1997115,285279,5536,0.73%,1.74%
N289Barcode_718-506,2115636,1726483,328925,4291,0.79%,1.82%
N289Barcode_719-506,2257720,1755799,442229,3790,0.80%,1.64%
N289Barcode_720-506,2210488,1719244,415107,5142,0.77%,2.40%
N289Barcode_721-506,2344393,2019065,257106,5180,0.76%,1.78%
N289Barcode_722-506,2326828,1797462,444610,8912,0.85%,2.31%
N289Barcode_723-506,2163640,1849507,242721,7904,0.74%,2.09%
N289Barcode_724-506,1376614,1020619,297287,3501,0.82%,3.11%
N289Barcode_726-506,2329950,1824793,416829,4279,0.80%,2.73%
N289Barcode_727-506,2255063,1732733,443898,7480,0.83%,2.18%
N289Barcode_728-506,2190021,1743822,377247,2645,0.76%,2.18%
N289Barcode_729-506,1914461,1558924,284873,2155,0.76%,2.75%
N289Barcode_701-517,290654,241056,40426,767,1.01%,1.81%
N289Barcode_702-517,223862,180030,33173,996,1.04%,3.09%
N289Barcode_703-517,1218544,939573,228440,4953,0.98%,2.68%
N289Barcode_704-517,1420662,1123408,256933,3226,0.78%,1.77%
N289Barcode_705-517,1594021,1227872,315923,2716,0.83%,2.13%
N289Barcode_706-517,1103405,862802,205978,1667,0.90%,2.06%
N289Barcode_707-517,915416,745287,143274,2306,0.85%,1.79%
N289Barcode_710-517,1267541,1027720,186913,9585,0.88%,2.50%
N289Barcode_711-517,433581,340761,73650,3535,0.76%,2.76%
N289Barcode_712-517,1596279,1234157,285618,6709,0.91%,3.41%
N289Barcode_714-517,1987240,1684682,243018,6732,0.83%,1.76%
N289Barcode_715-517,1958464,1590104,306628,5457,0.74%,2.08%
N289Barcode_716-517,1902861,1525355,330329,2141,0.79%,1.56%
N289Barcode_718-517,1913140,1567464,273136,14855,0.82%,2.18%
N289Barcode_719-517,1951281,1582464,289567,5837,0.82%,2.83%
N289Barcode_720-517,909625,814157,66236,2754,0.93%,1.86%
N289Barcode_721-517,912119,816257,62753,3205,0.98%,2.22%
N289Barcode_722-517,930675,840740,63501,2329,0.96%,1.58%
N289Barcode_723-517,1224401,1098979,74735,6000,0.96%,2.57%
N289Barcode_724-517,760673,694881,36914,1674,0.91%,2.56%
N289Barcode_726-517,1048258,953271,62427,1814,0.87%,1.96%
N289Barcode_727-517,862724,777585,59075,1731,0.91%,1.87%
N289Barcode_728-517,902110,826429,56744,1097,0.89%,1.05%
N289Barcode_729-517,48,28,8,0,6.25%,18.75%
N289Barcode_701-507,546388,488297,40413,1014,0.93%,2.07%
N289Barcode_702-507,557361,510757,32871,725,0.84%,1.44%
N289Barcode_703-507,893688,800477,53026,4716,0.97%,2.89%
N289Barcode_704-507,556807,505684,33245,1758,0.94%,1.89%
N289Barcode_705-507,991285,894446,69650,1126,0.79%,1.78%
N289Barcode_706-507,726897,663072,43529,1029,0.92%,1.70%
N289Barcode_707-507,978622,892336,64727,1109,0.81%,1.25%
N289Barcode_710-507,767549,692532,51185,2075,0.90%,1.86%
N289Barcode_711-507,884212,796914,58179,2500,0.90%,2.06%
N289Barcode_712-507,905825,816794,58591,3534,0.87%,2.00%
N289Barcode_714-507,1160871,1059570,63484,3968,0.88%,1.93%
N289Barcode_715-507,1014097,912384,58889,5277,0.91%,2.66%
N289Barcode_716-507,1168663,1072194,66997,2323,0.83%,1.45%
N289Barcode_718-507,822695,751150,44465,1057,0.87%,2.25%
N289Barcode_719-507,946906,843554,61364,4372,0.91%,2.98%
N289Barcode_720-507,844999,786697,39662,703,0.82%,1.26%
N289Barcode_721-507,1263252,1125274,86819,5567,0.88%,2.66%
N289Barcode_722-507,904240,828339,53159,1350,0.82%,1.48%
N289Barcode_723-507,1193604,1089370,71706,1163,0.80%,1.77%
N289Barcode_724-507,1333423,1201119,87938,3616,0.85%,2.12%
N289Barcode_726-507,1037289,928961,65755,4412,0.90%,2.70%
N289Barcode_727-507,1165510,1053244,68808,5014,0.91%,2.29%
N289Barcode_728-507,969326,884876,56821,2575,0.91%,1.63%
N289Barcode_729-507,697185,640732,38307,1281,0.81%,1.57%
N289Barcode_701-518,776275,509909,201191,7739,1.16%,6.09%
N289Barcode_702-518,795373,723677,51825,678,0.85%,1.53%
N289Barcode_703-518,1102557,1003532,66010,2896,0.90%,1.79%
N289Barcode_704-518,831352,761425,51952,381,0.82%,1.26%
N289Barcode_705-518,881323,809523,50474,1097,0.80%,1.46%
N289Barcode_706-518,1045789,955831,60519,1586,0.86%,1.72%
N289Barcode_707-518,918778,819104,53301,6582,1.01%,3.21%
N289Barcode_710-518,624432,531490,61044,4881,0.98%,3.18%
N289Barcode_711-518,1025159,928433,61152,4515,0.91%,2.06%
N289Barcode_712-518,845231,779510,47034,1068,0.84%,1.20%
N289Barcode_714-518,912140,829367,55931,2631,0.86%,1.73%
N289Barcode_715-518,1048693,940602,76029,3390,0.85%,1.81%
N289Barcode_716-518,1412670,1259165,96504,8060,0.95%,2.44%
N289Barcode_718-518,1069626,965653,66875,2524,0.85%,2.34%
N289Barcode_719-518,1078974,969083,72511,4354,0.89%,2.11%
N289Barcode_720-518,964057,881805,58229,1057,0.83%,1.50%
N289Barcode_721-518,1070926,984003,61805,1152,0.85%,1.34%
N289Barcode_722-518,656768,596901,41548,954,0.87%,1.69%
N289Barcode_723-518,997871,915325,56098,1766,0.88%,1.55%
N289Barcode_724-518,803477,736770,44159,2531,0.86%,1.56%
N289Barcode_726-518,1159417,1040859,83585,2670,0.86%,1.89%
N289Barcode_727-518,1103653,1005591,68904,2047,0.86%,1.54%
N289Barcode_728-518,803963,732842,51531,1247,0.87%,1.35%
N289Barcode_729-518,1192164,1102265,40385,8099,0.91%,2.50%
N289Barcode_701-508,758896,691187,45575,953,0.82%,1.90%
N289Barcode_702-508,420254,382727,27146,338,0.81%,1.53%
N289Barcode_703-508,659029,597382,41170,2397,0.89%,1.75%
N289Barcode_704-508,687381,621469,42450,1895,0.86%,2.24%
N289Barcode_705-508,931328,830438,65130,4390,0.89%,2.41%
N289Barcode_706-508,883087,802869,56324,1799,0.85%,1.60%
N289Barcode_707-508,710364,610670,79693,1675,0.84%,1.56%
N289Barcode_710-508,827429,749190,57637,1283,0.79%,1.51%
N289Barcode_711-508,735461,645968,57406,2802,0.91%,2.92%
N289Barcode_712-508,561962,503538,37081,2835,0.89%,2.23%
N289Barcode_714-508,909212,817416,57728,3043,0.90%,2.40%
N289Barcode_715-508,951637,853464,60720,5402,0.89%,2.38%
N289Barcode_716-508,955016,860184,59754,4769,0.90%,2.20%
N289Barcode_718-508,502345,456362,32233,965,0.83%,1.63%
N289Barcode_719-508,1662842,1454796,156209,3471,0.81%,2.02%
N289Barcode_720-508,1746583,1546951,148067,2495,0.80%,1.97%
N289Barcode_721-508,1761255,1279333,192708,42177,1.33%,12.39%
N289Barcode_722-508,1638086,1423284,140175,8548,0.84%,3.11%
N289Barcode_723-508,2101508,1871355,174948,2806,0.77%,1.65%
N289Barcode_724-508,1875705,1678848,152991,587,0.76%,1.54%
N289Barcode_726-508,2032407,1782232,164872,7450,0.79%,2.97%
N289Barcode_727-508,2103239,1832127,197271,7295,0.82%,2.24%
N289Barcode_728-508,1806592,1582405,142184,8290,0.85%,3.11%
N289Barcode_729-508,1754383,1550911,157554,2193,0.78%,1.66%
N289Barcode_701-520,1449216,1284259,118757,1903,0.87%,2.13%
N289Barcode_702-520,1139742,1006991,97871,1609,0.85%,2.03%
N289Barcode_703-520,1366897,9733,14210,133,0.34%,97.89%
N289Barcode_704-520,1653374,1449055,144136,6951,0.86%,2.27%
N289Barcode_705-520,1664316,1465049,141261,6463,0.83%,2.19%
N289Barcode_706-520,1526961,1323191,135154,7952,0.95%,2.92%
N289Barcode_707-520,1544693,1330520,133368,8292,0.87%,3.69%
N289Barcode_710-520,1408526,1247962,115926,2960,0.87%,2.00%
N289Barcode_711-520,1771303,1587781,137651,2647,0.82%,1.59%
N289Barcode_712-520,1622971,1424045,138414,5326,0.87%,2.47%
N289Barcode_714-520,1801072,1477735,124904,5065,0.76%,9.91%
N289Barcode_715-520,1825943,1569761,149724,15003,0.91%,3.93%
N289Barcode_716-520,4952,4463,262,10,1.07%,3.27%
N289Barcode_718-520,1911199,1636469,202349,2009,0.80%,2.82%
N289Barcode_719-520,1856228,1626366,168851,6678,0.85%,1.99%
N289Barcode_720-520,1773651,1509874,166259,15537,0.98%,3.51%
N289Barcode_721-520,1764309,1496151,174049,15333,1.01%,3.32%
N289Barcode_722-520,1781055,1589570,143294,2146,0.82%,1.65%
N289Barcode_723-520,1798878,1601079,134877,6028,0.86%,2.24%
N289Barcode_724-520,1943485,1745531,152485,1581,0.75%,1.47%
N289Barcode_726-520,1672147,1462547,152842,3318,0.85%,2.24%
N289Barcode_727-520,2084205,1844583,179679,4581,0.81%,1.82%
N289Barcode_728-520,1782104,1568338,159997,5212,0.89%,1.73%
N289Barcode_729-520,1911389,1688913,159422,6698,0.83%,2.01%
N289Barcode_701-510,129976,111195,13305,477,1.01%,2.78%
N289Barcode_702-510,86841,73879,9540,302,1.09%,2.42%
N289Barcode_703-510,407878,347600,43213,1314,0.94%,2.84%
N289Barcode_704-510,570142,472532,74502,1643,0.91%,2.78%
N289Barcode_705-510,805976,664211,110797,2721,0.85%,2.59%
N289Barcode_706-510,1210346,1025701,132822,6694,0.89%,2.70%
N289Barcode_707-510,1273704,1099609,134030,2220,0.84%,2.05%
N289Barcode_710-510,1069234,870734,150675,6620,0.93%,2.76%
N289Barcode_711-510,1326067,1106254,176937,3792,0.86%,2.01%
N289Barcode_712-510,1352224,1154942,138309,7768,0.87%,2.79%
N289Barcode_715-510,1410408,1221683,147194,3423,0.79%,1.81%
N289Barcode_716-510,1545591,980266,501401,8326,0.92%,2.59%
N289Barcode_718-510,1640803,1377967,195888,8567,0.85%,2.62%
N289Barcode_720-510,1603254,1131880,254912,6424,0.79%,12.19%
N289Barcode_721-510,1740032,1478155,198567,6165,0.88%,2.31%
N289Barcode_722-510,1765634,1512160,183890,10690,0.87%,2.33%
N289Barcode_723-510,1538760,978252,481822,8683,0.95%,3.43%
N289Barcode_724-510,1446891,968951,420818,4143,0.89%,2.47%
N289Barcode_726-510,1942849,1793657,100356,6120,0.78%,1.35%
N289Barcode_727-510,1716393,1473932,192996,2615,0.80%,1.88%
N289Barcode_728-510,1627998,1401822,185282,2346,0.83%,1.51%
N289Barcode_729-510,1510725,1270124,191111,2748,0.79%,2.24%
N289Barcode_702-521,172343,162075,6678,400,0.87%,0.93%
N289Barcode_703-521,945165,778701,134148,2548,0.92%,2.15%
N289Barcode_704-521,1138085,981491,122578,2885,0.83%,1.86%
N289Barcode_705-521,1016942,858098,121997,4647,0.89%,2.23%
N289Barcode_706-521,1139978,971007,128902,3521,0.88%,2.24%
N289Barcode_718-511,1800552,1397776,168553,256,0.81%,12.18%
N289Barcode_719-511,2108776,1606831,241968,1139,0.79%,11.48%
N289Barcode_720-511,1817788,1397083,187664,45,0.83%,11.99%
N289Barcode_721-511,1763828,1400109,246057,15729,0.90%,4.72%
N289Barcode_722-511,2005784,1469484,201305,209,0.81%,15.88%
N289Barcode_723-511,2072948,1566355,267424,4653,0.86%,10.44%
N289Barcode_724-511,1641396,1154483,130704,258,0.65%,20.98%
N289Barcode_726-511,2135839,1508402,215497,131,0.84%,18.44%
N289Barcode_727-511,1371603,779109,106227,1021,0.72%,34.66%
N289Barcode_728-511,1647265,1251939,255629,16044,0.94%,6.36%
N289Barcode_729-511,1484284,1229848,122308,21726,1.08%,6.23%
N289Barcode_701-522,1564877,1121456,241132,12461,0.86%,11.25%
N289Barcode_702-522,1203149,959214,185725,1999,0.89%,3.78%
N289Barcode_703-522,1573747,1202370,193853,7115,0.72%,10.06%
N289Barcode_704-522,2234626,1738846,220920,3842,0.75%,11.38%
N289Barcode_705-522,1818660,1483317,173255,823,0.75%,8.05%
N289Barcode_706-522,1605172,1108820,356909,559,0.95%,7.70%
N289Barcode_707-522,1762970,1059269,493591,32238,1.06%,8.95%
N289Barcode_710-522,2021353,1622308,208941,9347,0.71%,8.13%
N289Barcode_711-522,1927756,1562887,272435,26803,0.84%,2.49%
N289Barcode_712-522,1907604,1395854,275854,120,0.75%,11.61%
N289Barcode_714-522,2154630,1718004,212143,534,0.90%,9.49%
N289Barcode_715-522,1757125,1262633,179119,6907,0.72%,16.75%
N289Barcode_716-522,2111169,1538496,177110,652,0.67%,18.02%
N289Barcode_718-522,1799687,1321021,169853,187,0.88%,16.26%
N289Barcode_719-522,1960253,1559504,198642,735,0.84%,9.43%
N289Barcode_720-522,1952071,1546255,185170,425,0.72%,10.56%
N289Barcode_721-522,1725256,1097081,341442,46,0.70%,15.91%
N289Barcode_722-522,2121912,1515066,288444,49,0.76%,14.24%
N289Barcode_727-522,2102740,1594514,223091,12909,0.88%,11.97%
N289Barcode_728-522,1914687,1457964,285913,13240,0.85%,7.33%
N289Barcode_729-522,2284598,1748335,256618,7039,0.75%,11.16%
N335Barcode_701-502,6091,4745,461,119,0.00%,12.51%
N335Barcode_702-502,41141,37938,2268,61,0.62%,1.39%
N335Barcode_703-502,187810,177064,7663,148,0.53%,0.99%
N335Barcode_704-502,681266,649422,23861,353,0.49%,0.60%
N335Barcode_705-502,858925,824198,25082,846,0.49%,0.51%
N335Barcode_706-502,306397,293120,9228,294,0.53%,0.65%
N335Barcode_707-502,948473,900578,32228,364,0.49%,1.09%
N335Barcode_710-502,983866,934146,37005,878,0.54%,0.65%
N335Barcode_711-502,1194535,1121991,56478,1337,0.60%,0.58%
N335Barcode_712-502,1029817,926156,83518,1114,0.65%,1.19%
N335Barcode_714-502,1241342,1115702,93592,3629,0.69%,1.44%
N335Barcode_715-502,900395,853243,33727,414,0.52%,0.87%
N335Barcode_716-502,316994,301063,10151,120,0.48%,1.28%
N335Barcode_718-502,294652,279508,10122,267,0.52%,1.04%
N335Barcode_719-502,500460,480061,14295,435,0.51%,0.55%
N335Barcode_720-502,698048,665574,23029,456,0.50%,0.77%
N335Barcode_721-502,469291,440336,17893,1032,0.57%,1.36%
N335Barcode_722-502,354725,333667,15343,176,0.53%,1.02%
N335Barcode_723-502,231287,218778,9260,233,0.52%,0.77%
N335Barcode_724-502,34635,30692,2937,47,0.76%,1.99%
N335Barcode_726-502,75293,68772,4874,109,0.59%,1.32%
N335Barcode_727-502,1148239,1056314,69325,1339,0.62%,1.15%
N335Barcode_728-502,1451892,1322315,105271,2133,0.64%,0.81%
N335Barcode_729-502,387645,366290,14999,337,0.51%,1.00%
N335Barcode_701-513,1410361,1301880,88452,814,0.64%,0.65%
N335Barcode_702-513,879644,774963,82026,2691,0.72%,1.41%
N335Barcode_703-513,1519668,1375392,119810,1766,0.68%,0.69%
N335Barcode_704-513,1240865,1118999,100670,1720,0.68%,0.85%
N335Barcode_705-513,1260775,1117903,118946,1054,0.63%,1.11%
N335Barcode_706-513,915225,811394,80796,2333,0.75%,1.46%
N335Barcode_707-513,1228395,1104511,98949,1934,0.66%,1.12%
N335Barcode_710-513,1284735,1131532,129315,1902,0.68%,0.99%
N335Barcode_711-513,1244581,1104082,108285,2496,0.75%,1.56%
N335Barcode_712-513,1436786,1272760,127909,5177,0.70%,1.33%
N335Barcode_714-513,1093455,962273,113091,1517,0.71%,0.77%
N335Barcode_715-513,1009219,904543,88874,1432,0.68%,0.69%
N335Barcode_716-513,1239937,1070601,139732,2515,0.75%,1.39%
N335Barcode_718-513,1010842,902859,89775,1242,0.71%,0.89%
N335Barcode_719-513,1448063,1285250,133314,2620,0.67%,1.12%
N335Barcode_720-513,1024476,897136,104156,2193,0.73%,1.25%
N335Barcode_721-513,1205159,1083329,99375,1786,0.68%,1.00%
N335Barcode_722-513,1034842,910005,104812,1733,0.74%,1.01%
N335Barcode_723-513,1345840,1172054,137701,3748,0.71%,1.60%
N335Barcode_724-513,1366429,1217486,125412,2313,0.69%,0.84%
N335Barcode_726-513,1396654,1250813,116469,3054,0.67%,1.16%
N335Barcode_727-513,1621663,1422576,161920,4806,0.71%,1.18%
N335Barcode_728-513,1476535,1309132,141830,1709,0.72%,0.86%
N335Barcode_729-513,1681029,1537341,110552,2628,0.57%,1.20%
N335Barcode_701-503,1277190,1118109,127039,4237,0.75%,1.31%
N335Barcode_702-503,1092809,972778,93105,2586,0.70%,1.41%
N335Barcode_703-503,1198908,1084619,97084,855,0.71%,0.58%
N335Barcode_704-503,822058,734892,67834,2200,0.72%,1.30%
N335Barcode_705-503,1270653,1147191,103726,2563,0.66%,0.61%
N335Barcode_706-503,1141860,999715,106848,4388,0.76%,1.90%
N335Barcode_707-503,1165387,1046738,91885,3276,0.68%,1.16%
N335Barcode_710-503,1141558,956348,160483,3144,0.73%,1.11%
N335Barcode_711-503,1197205,1076603,98956,1809,0.70%,0.90%
N335Barcode_712-503,1091302,941618,126184,3078,0.70%,1.09%
N335Barcode_714-503,1072716,929770,112874,3491,0.70%,1.72%
N335Barcode_715-503,1061946,944550,98394,1822,0.68%,0.85%
N335Barcode_716-503,1314239,1149302,142622,1612,0.68%,0.87%
N335Barcode_718-503,1100288,973588,98145,3472,0.72%,1.45%
N335Barcode_719-503,1249224,1093447,136508,1612,0.68%,0.71%
N335Barcode_720-503,1115349,990023,100109,2424,0.71%,1.24%
N335Barcode_721-503,1151876,1006144,121499,2053,0.73%,1.15%
N335Barcode_722-503,1151516,1024606,100827,1464,0.72%,1.27%
N335Barcode_723-503,1485328,1330002,128690,2377,0.68%,0.84%
N335Barcode_724-503,1351562,1206497,117990,2086,0.67%,1.16%
N335Barcode_726-503,1349508,1189512,136838,705,0.68%,0.97%
N335Barcode_727-503,1374678,1203781,137042,4747,0.71%,1.31%
N335Barcode_728-503,1370397,1097620,230214,3452,0.73%,2.07%
N335Barcode_729-503,1659701,1481315,144487,3441,0.62%,1.16%
N335Barcode_701-515,1228945,1102246,105083,1816,0.70%,0.84%
N335Barcode_702-515,292638,263827,23802,444,0.74%,0.78%
N335Barcode_703-515,912930,825348,70936,830,0.74%,0.92%
N335Barcode_704-515,814299,719960,76725,1645,0.74%,1.18%
N335Barcode_705-515,1057878,935372,96769,1299,0.68%,1.57%
N335Barcode_706-515,884251,802208,67046,881,0.71%,0.86%
N335Barcode_707-515,743704,664957,66029,1099,0.66%,0.86%
N335Barcode_710-515,882635,786035,80277,942,0.69%,0.93%
N335Barcode_711-515,1064292,940012,107343,1504,0.72%,0.64%
N335Barcode_712-515,1156024,1022562,114056,2046,0.66%,0.79%
N335Barcode_714-515,1099715,969169,105539,2015,0.70%,1.32%
N335Barcode_715-515,1108305,983019,104859,1843,0.67%,0.97%
N335Barcode_716-515,1083111,967793,95760,1366,0.69%,0.96%
N335Barcode_718-515,1087458,954708,99992,4499,0.72%,1.74%
N335Barcode_719-515,1091119,967495,101946,2319,0.71%,1.02%
N335Barcode_720-515,1206741,1090893,95542,1696,0.64%,0.81%
N335Barcode_721-515,1174049,1040162,110490,1383,0.66%,1.13%
N335Barcode_722-515,1080768,953811,107060,1523,0.69%,0.88%
N335Barcode_723-515,1129962,938362,162167,2311,0.72%,1.49%
N335Barcode_724-515,1112715,910017,168056,4198,0.78%,1.84%
N335Barcode_726-515,1207053,1009413,161784,1712,0.74%,2.05%
N335Barcode_727-515,1327318,1106826,166529,7918,0.81%,2.44%
N335Barcode_728-515,1355373,1154584,169369,1826,0.72%,1.40%
N335Barcode_729-515,997065,850143,117464,1663,0.64%,2.06%
N335Barcode_701-505,1382135,1072524,255500,1807,0.75%,2.96%
N335Barcode_702-505,846846,658701,150556,1405,0.78%,3.33%
N335Barcode_703-505,1235972,967625,218945,2322,0.76%,2.97%
N335Barcode_704-505,1157740,914849,195499,1461,0.74%,3.14%
N335Barcode_705-505,1365139,1081993,234356,2544,0.74%,2.54%
N335Barcode_706-505,1392369,1116041,226303,3740,0.77%,2.47%
N335Barcode_707-505,1464793,1174302,228758,2855,0.77%,3.18%
N335Barcode_710-505,1417337,1121442,252040,1435,0.73%,2.19%
N335Barcode_711-505,1586473,1251630,276762,1353,0.74%,2.78%
N335Barcode_712-505,1423315,1128191,230115,4533,0.85%,3.29%
N335Barcode_714-505,1313037,1034891,224669,1518,0.78%,3.11%
N335Barcode_715-505,1455088,1158541,247009,3068,0.73%,2.39%
N335Barcode_716-505,1489711,1169668,256029,3437,0.77%,3.24%
N335Barcode_718-505,1374506,1087626,228440,4065,0.79%,3.02%
N335Barcode_719-505,1584555,1238717,277681,4802,0.77%,3.09%
N335Barcode_720-505,1519411,1211041,251676,3929,0.75%,2.61%
N335Barcode_721-505,1422658,1107019,232886,6402,0.81%,4.41%
N335Barcode_722-505,1421276,1127009,238904,2508,0.79%,2.83%
N335Barcode_723-505,1486281,1175004,253111,2061,0.74%,2.97%
N335Barcode_724-505,1412468,1108517,245095,3114,0.73%,3.10%
N335Barcode_726-505,1374781,1101854,223594,2137,0.78%,2.58%
N335Barcode_727-505,1375808,1070754,238057,4635,0.75%,3.69%
N335Barcode_728-505,1375316,1058103,267487,2311,0.77%,2.64%
N335Barcode_729-505,1665682,1327057,260643,2440,0.71%,3.76%
N335Barcode_701-516,1290439,1026424,207649,3034,0.77%,3.25%
N335Barcode_702-516,837863,651155,153154,2166,0.75%,2.85%
N335Barcode_703-516,1510105,1391220,72903,3825,0.73%,1.91%
N335Barcode_704-516,1088030,869244,166889,1916,0.77%,3.74%
N335Barcode_705-516,1234800,972309,212681,4569,0.76%,2.80%
N335Barcode_706-516,1209446,982095,188878,1773,0.74%,2.24%
N335Barcode_707-516,1664679,1310395,282212,4451,0.74%,3.23%
N335Barcode_710-516,1273049,1013606,216122,1975,0.73%,2.40%
N335Barcode_711-516,1611749,1490042,75643,3573,0.67%,1.90%
N335Barcode_712-516,1231780,987254,198664,3099,0.76%,2.61%
N335Barcode_714-516,1470695,1160910,248346,3535,0.78%,3.04%
N335Barcode_715-516,1392597,1085006,250860,1473,0.76%,3.16%
N335Barcode_716-516,1216076,945306,219437,3059,0.78%,3.11%
N335Barcode_718-516,1360752,1066680,244256,3509,0.75%,2.59%
N335Barcode_719-516,1484103,1170673,256216,2704,0.73%,2.87%
N335Barcode_720-516,1478069,1174015,252943,1614,0.71%,2.58%
N335Barcode_721-516,1417464,1105615,244798,5272,0.78%,3.48%
N335Barcode_722-516,1538431,1193053,269671,3765,0.80%,3.76%
N335Barcode_723-516,1527772,1244556,233478,3211,0.73%,2.17%
N335Barcode_724-516,1481722,1125841,297758,3180,0.74%,2.91%
N335Barcode_726-516,1530329,1208512,263118,2994,0.72%,2.80%
N335Barcode_727-516,1416609,1083408,270147,2678,0.76%,3.43%
N335Barcode_728-516,1396165,1108947,229762,1286,0.77%,3.20%
